episode,time_start,time_end,timesteps_in_episode,mu_M_start,mu_M_end,mu_F_start,mu_F_end,delta_mu_M,delta_mu_F,rho_episode,R_M,R_F,R_total,wealth_gap,loans_M_episode,loans_F_episode,applications_M_episode,applications_F_episode,defaults_M_episode,defaults_F_episode,profit_episode,approval_rate_M_episode,approval_rate_F_episode,success_prob_M_episode,success_prob_F_episode,total_loans_M,total_loans_F,total_applications_M,total_applications_F,total_defaults_M,total_defaults_F,cumulative_profit,approval_rate_M_cumulative,approval_rate_F_cumulative,success_prob_M_cumulative,success_prob_F_cumulative,actual_approvals_M_episode,actual_approvals_F_episode,true_approvals_M_episode,true_approvals_F_episode,true_positive_M,false_positive_M,true_negative_M,false_negative_M,true_positive_F,false_positive_F,true_negative_F,false_negative_F,accuracy_M,accuracy_F,precision_M,precision_F,recall_M,recall_F,hawkes_events_M,hawkes_events_F,total_profit,cumulative_time,approval_rate_M,approval_rate_F,success_prob_M,success_prob_F
1,0.0,99.5,1105,60.81565575819663,61.4013131137613,48.29054967454462,48.75114700950556,0.5856573555646705,0.46059733496093713,1.271517030410824,0.005856573555646704,0.004605973349609371,0.005231273452628037,12.650166104255739,324,248,607,498,49,48,26836.38693986798,0.5337726523887973,0.4979919678714859,0.8487654320987654,0.8064516129032258,324,248,607,498,49,48,26836.38693986798,0.5337726523887973,0.4979919678714859,0.8487654320987654,0.8064516129032258,324,248,514,410,275,49,44,239,200,48,40,210,0.5255354200988468,0.4819277108433735,0.8487654320987654,0.8064516129032258,0.5350194552529183,0.4878048780487805,324,248,26836.38693986798,100.0,0.5337726523887973,0.4979919678714859,0.8487654320987654,0.8064516129032258
2,0.0,199.0,1107,61.4013131137613,61.842723962715446,48.75114700950556,49.09444937147294,0.44141084895414906,0.34330236196738184,1.2857786542001386,0.0051353410225940975,0.004019498484641595,0.004577419753617846,12.748274591242506,261,211,599,508,41,31,27125.056347373746,0.4357262103505843,0.4153543307086614,0.842911877394636,0.8530805687203792,585,459,1206,1006,90,79,53961.443287241724,0.48507462686567165,0.4562624254473161,0.8461538461538461,0.8278867102396514,261,211,493,432,220,41,65,273,180,31,45,252,0.4757929883138564,0.44291338582677164,0.842911877394636,0.8530805687203792,0.4462474645030426,0.4166666666666667,261,211,27125.056347373746,200.0,0.48507462686567165,0.4562624254473161,0.8461538461538461,0.8278867102396514
3,0.0,298.5,1094,61.842723962715446,62.17811967206846,49.09585459384458,49.3943561495905,0.33539570935301555,0.2985015557459221,1.1235978603692671,0.004541546379572783,0.0036793549168195956,0.004110450648196189,12.783763522477962,214,180,594,500,30,34,26955.97070224736,0.3602693602693603,0.36,0.8598130841121495,0.8111111111111111,799,639,1800,1506,120,113,80917.41398948908,0.4438888888888889,0.4243027888446215,0.8498122653316645,0.8231611893583725,214,180,520,418,184,30,44,336,146,34,48,272,0.3838383838383838,0.388,0.8598130841121495,0.8111111111111111,0.35384615384615387,0.3492822966507177,214,180,26955.97070224736,300.0,0.4438888888888889,0.4243027888446215,0.8498122653316645,0.8231611893583725
4,0.0,398.0,1121,62.1834278719213,62.497891246035614,49.395716353971174,49.66090863843986,0.314463374114311,0.26519228446868226,1.1857938278421045,0.004205588719597468,0.003425897409738088,0.003815743064667778,12.836982607595758,193,167,608,513,31,26,27811.66135127949,0.31743421052631576,0.3255360623781676,0.8393782383419689,0.844311377245509,992,806,2408,2019,151,139,108729.07534076857,0.4119601328903654,0.3992075284794453,0.8477822580645161,0.8275434243176178,193,167,514,442,162,31,63,352,141,26,45,301,0.37006578947368424,0.36257309941520466,0.8393782383419689,0.844311377245509,0.3151750972762646,0.3190045248868778,193,167,27811.66135127949,400.0,0.4119601328903654,0.3992075284794453,0.8477822580645161,0.8275434243176178
5,0.0,497.5,1052,62.50206080751998,62.78385708393562,49.66248868153229,49.88410808690871,0.28179627641564053,0.22161940537642266,1.2715324993179495,0.003936402651477991,0.003187116824728179,0.003561759738103085,12.899748997026911,176,130,606,446,22,16,26203.296312351886,0.29042904290429045,0.2914798206278027,0.875,0.8769230769230769,1168,936,3014,2465,173,155,134932.37165312044,0.38752488387524886,0.3797160243407708,0.8518835616438356,0.8344017094017094,176,130,522,389,154,22,62,368,114,16,41,275,0.3564356435643564,0.3475336322869955,0.875,0.8769230769230769,0.2950191570881226,0.2930591259640103,176,130,26203.296312351886,500.0,0.38752488387524886,0.3797160243407708,0.8518835616438356,0.8344017094017094
6,0.0,597.0,1146,62.78385708393562,63.099190907379764,49.88410808690871,50.11725528307913,0.31533382344414207,0.233147196170421,1.3525096103392382,0.0038058919153052292,0.0030445093475575174,0.003425200631431373,12.981935624300633,204,139,658,488,26,25,28696.730060456313,0.3100303951367781,0.2848360655737705,0.8725490196078431,0.8201438848920863,1372,1075,3672,2953,199,180,163629.10171357676,0.37363834422657954,0.36403657297663394,0.8549562682215743,0.8325581395348838,204,139,573,413,178,26,59,395,114,25,50,299,0.3601823708206687,0.3360655737704918,0.8725490196078431,0.8201438848920863,0.3106457242582897,0.27602905569007263,204,139,28696.730060456313,600.0,0.37363834422657954,0.36403657297663394,0.8549562682215743,0.8325581395348838
7,0.0,696.5,1076,63.099190907379764,63.337303276128814,50.11725528307913,50.371233487429876,0.23811236874905006,0.25397820435074436,0.9375307198416776,0.003602353597045982,0.002972405446978935,0.0032873795220124584,12.966069788698938,169,141,577,499,22,21,27084.65780717742,0.292894280762565,0.28256513026052105,0.8698224852071006,0.851063829787234,1541,1216,4249,3452,221,201,190713.7595207542,0.36267357025182395,0.3522595596755504,0.8565866320571058,0.834703947368421,169,141,492,430,147,22,63,345,120,21,48,310,0.36395147313691506,0.3366733466933868,0.8698224852071006,0.851063829787234,0.29878048780487804,0.27906976744186046,169,141,27084.65780717742,700.0,0.36267357025182395,0.3522595596755504,0.8565866320571058,0.834703947368421
8,0.0,796.0,1114,63.337303276128814,63.671408931837846,50.373382663798395,50.58990079004481,0.33410565570903117,0.2165181262464131,1.5430839971744217,0.0035696914670515236,0.0028741888943752338,0.0032219401807133787,13.081508141793037,199,139,627,487,27,24,28141.307181500633,0.31738437001594894,0.28542094455852157,0.864321608040201,0.8273381294964028,1740,1355,4876,3939,248,225,218855.06670225482,0.35684987694831827,0.343995938055344,0.8574712643678161,0.8339483394833949,199,139,523,409,172,27,77,351,115,24,54,294,0.39712918660287083,0.3470225872689938,0.864321608040201,0.8273381294964028,0.32887189292543023,0.28117359413202936,199,139,28141.307181500633,800.0,0.35684987694831827,0.343995938055344,0.8574712643678161,0.8339483394833949
9,0.0,895.5,1150,63.67301655211677,63.925116855752385,50.59112036656501,50.8393853301855,0.25210030363561486,0.24826496362049255,1.015448575421964,0.003454956775061954,0.002832039617378754,0.003143498196220354,13.085731525566885,182,148,645,505,33,20,29213.19744910006,0.28217054263565894,0.29306930693069305,0.8186813186813187,0.8648648648648649,1922,1503,5521,4444,281,245,248068.26415135487,0.34812533961238906,0.3382088208820882,0.8537981269510926,0.8369926813040586,182,148,529,426,149,33,83,380,128,20,59,298,0.35968992248062015,0.3702970297029703,0.8186813186813187,0.8648648648648649,0.28166351606805295,0.3004694835680751,182,148,29213.19744910006,900.0,0.34812533961238906,0.3382088208820882,0.8537981269510926,0.8369926813040586
10,0.0,995.0,1153,63.92961158131756,64.20697945575397,50.841115980893754,51.07904314776485,0.27736787443640765,0.2379271668710956,1.1657679872541846,0.00339132369755734,0.002788493473220228,0.003089908585388784,13.127936307989117,179,134,627,526,28,16,29428.363240384348,0.28548644338118023,0.25475285171102663,0.8435754189944134,0.8805970149253731,2101,1637,6148,4970,309,261,277496.6273917392,0.3417371502927781,0.3293762575452716,0.8529271775345073,0.8405620036652413,179,134,533,457,151,28,66,382,118,16,53,339,0.34609250398724084,0.32509505703422054,0.8435754189944135,0.8805970149253731,0.28330206378986866,0.25820568927789933,179,134,29428.363240384348,1000.0,0.3417371502927781,0.3293762575452716,0.8529271775345073,0.8405620036652413
