episode,grad_norm,grad_M,grad_F,n_obs
1,4.3434603136383027e-10,3.792297309512804e-10,2.0966109404163547e-10,11218
2,3.3244657027253766e-10,2.89572366085622e-10,1.6212284292826948e-10,11850
3,2.7061775043080156e-10,2.353491845852318e-10,1.3278704524832818e-10,12663
4,2.1290620655367576e-10,1.8489133835064564e-10,1.0491019858394067e-10,13365
5,1.6228944577090232e-10,1.404698302120977e-10,8.079743124556059e-11,13986
6,1.1684733736139208e-10,9.966373559766596e-11,6.064109631109815e-11,14994
7,9.190274236070549e-11,7.751320418858397e-11,4.9169557314598926e-11,15986
8,5.880317066608853e-11,4.94569211972884e-11,3.16867088123729e-11,17489
9,3.678191085043636e-11,3.090245073722464e-11,1.9870804654487092e-11,18546
10,2.1258279858660245e-11,1.7992702813773853e-11,1.12709615945894e-11,19583
11,1.2871083539256478e-11,1.1064134851357375e-11,6.534437487631939e-12,21280
12,7.29841187485647e-12,6.3084346774155975e-12,3.6446041497273366e-12,22608
13,4.046123245476929e-12,3.499306747145603e-12,2.019027956975949e-12,24266
14,1.9141489608631712e-12,1.6445220836144858e-12,9.741177049021887e-13,25916
15,9.663712972202145e-13,8.26509975911105e-13,4.977416048768113e-13,27450
16,4.53564188160685e-13,3.884765772954602e-13,2.326600826059455e-13,28841
17,1.808664031261245e-13,1.5653450757824316e-13,8.986118327312249e-14,30770
18,7.905639034036517e-14,6.881412215227478e-14,3.8563150204585026e-14,32029
19,2.9666610693642604e-14,2.5858818124974148e-14,1.4392988821718307e-14,33581
20,1.1274245697179967e-14,9.835951565490171e-15,5.450870044367657e-15,34718
21,4.163328295531338e-15,3.633543068341664e-15,2.0103194096513866e-15,35751
22,1.419143775543562e-15,1.2356857565307005e-15,6.904767475857946e-16,36820
23,4.963848651948655e-16,4.325288777161563e-16,2.4053800761133246e-16,37405
24,1.6353894076232331e-16,1.425658888276046e-16,7.866794674822673e-17,38085
25,5.437057504566561e-17,4.7125008892738014e-17,2.6321864818921378e-17,38556
26,1.7671913076362485e-17,1.490183906051633e-17,9.117036646229824e-18,38893
27,6.609697113216744e-18,5.491908926319749e-18,3.555807503036294e-18,39163
28,2.5289361848310744e-18,2.079985561729144e-18,1.3980576579452746e-18,39421
29,9.599480639514641e-19,7.850654871467145e-19,5.414100285397524e-19,39608
30,3.978412527025988e-19,3.2570458924065093e-19,2.248687134804167e-19,39678
31,1.5461292948444373e-19,1.2674874308983265e-19,8.746150909094251e-20,39768
32,6.113907749820516e-20,5.015516586396371e-20,3.4593413768829333e-20,39867
33,2.496534809379033e-20,2.0488266955676884e-20,1.4156305995334294e-20,39894
34,1.0464692625563896e-20,8.607803012940195e-21,5.915455327082967e-21,39931
35,4.249767624477974e-21,3.508786259557004e-21,2.3884135387581517e-21,39952
36,1.819948203065288e-21,1.5095186888685916e-21,1.0176106758185192e-21,39970
37,6.999945756663868e-22,5.850451471931427e-22,3.9019839686972523e-22,39973
38,2.8848777094741927e-22,2.442670306346647e-22,1.613475889674771e-22,39985
39,1.1362236248227077e-22,9.826434506288498e-23,6.472687662138717e-23,39986
40,4.275208641106841e-23,3.778425063765719e-23,2.4791197191356924e-23,39990
41,1.6503416632495922e-23,1.475372787788115e-23,9.662521358641513e-24,40000
42,6.835120023167288e-24,6.254639487073573e-24,4.091942999960792e-24,39998
43,2.4548783390626132e-24,2.4677890338526862e-24,1.606133227589237e-24,40000
44,6.323239324429658e-25,9.76059668789834e-25,6.276737946219143e-25,39998
45,6.106177836863242e-26,4.288526447288575e-25,2.720685612722512e-25,39997
46,0.0,1.6628638144615603e-25,1.0304062317249176e-25,40000
47,0.0,6.683389210106203e-26,4.100168957983549e-26,39999
48,0.0,2.898744892688428e-26,1.760750944925711e-26,40000
49,0.0,1.0309959822887682e-26,6.256772077004713e-27,40000
50,0.0,4.180840693712888e-27,2.5245368970869824e-27,40000
51,0.0,1.7290140075953407e-27,1.0404126819367535e-27,40000
52,0.0,6.4625301507642835e-28,3.9226082030578077e-28,40000
53,0.0,2.673398281760991e-28,1.6384875483411142e-28,40000
54,0.0,1.0428393055184328e-28,6.440732836765573e-29,40000
55,0.0,4.1057453027667647e-29,2.58399853967248e-29,40000
56,0.0,1.5665368218267178e-29,9.855863735599383e-30,40000
57,0.0,6.759231695759289e-30,4.261648880375081e-30,40000
58,0.0,2.7414758879255865e-30,1.7223888657626938e-30,40000
59,0.0,1.0564823186489916e-30,6.632231756294191e-31,40000
60,0.0,4.0532305346296555e-31,2.5360209164188096e-31,40000
61,0.0,1.745702210123682e-31,1.0908143238766215e-31,40000
62,0.0,6.506865518877864e-32,4.064447748247095e-32,40000
63,0.0,2.758698631651716e-32,1.7210239404972362e-32,40000
64,0.0,1.0660654511207299e-32,6.636971878489164e-33,40000
