episode,grad_norm,grad_M,grad_F,n_obs
1,7.147783435357269e-06,6.678214958810713e-06,2.0794452666450525e-06,11355
2,7.366156296484405e-06,6.907711849635234e-06,2.073884161291062e-06,11859
3,7.506280326197157e-06,7.076811016304418e-06,2.016408188865171e-06,13011
4,7.526479294028832e-06,7.075301255099475e-06,2.030669975283672e-06,13768
5,7.676955647184514e-06,7.118062512745382e-06,2.164558281947393e-06,14950
6,7.853982424421702e-06,7.034699592622928e-06,2.431624125165399e-06,16159
7,8.104666449071374e-06,7.0312821662810165e-06,2.6955710836773505e-06,17844
8,8.356734724657144e-06,7.144716619222891e-06,2.911674528149888e-06,19182
9,8.81270352692809e-06,7.393610303552123e-06,3.269511353209964e-06,20850
10,9.258813406631816e-06,7.622958491992904e-06,3.666495786092128e-06,22722
11,9.879494427877944e-06,7.972746971063316e-06,4.17325190937845e-06,24366
12,1.053968026099028e-05,8.279782377940137e-06,4.7900466597639024e-06,26679
13,1.1332185749779455e-05,8.738618817005772e-06,5.353423603082774e-06,28657
14,1.2218196388857905e-05,9.216700163960924e-06,5.980926744086901e-06,30745
15,1.3024126019445248e-05,9.874140232568608e-06,6.318820396700176e-06,32269
16,1.3706893696507905e-05,1.0328047210350633e-05,6.707596639898839e-06,33885
17,1.4216219824447762e-05,1.0649428077158518e-05,6.982950253586751e-06,35252
18,1.4793452464800794e-05,1.0955764992104378e-05,7.346794518525712e-06,36362
19,1.512827384431148e-05,1.1117272151750512e-05,7.5888947321800515e-06,37237
20,1.5323437764891423e-05,1.1273284144408535e-05,7.684971023991238e-06,38087
21,1.524430717836367e-05,1.1098620234406552e-05,7.802689651725814e-06,38669
22,1.537048774480354e-05,1.1229310075577814e-05,7.83343602961395e-06,39056
23,1.5018321391835345e-05,1.0837485206138808e-05,7.903610821813345e-06,39303
24,1.4670034943264907e-05,1.0519289389776532e-05,7.915741662145592e-06,39543
25,1.3998000213177876e-05,9.959777344192844e-06,7.744956747046672e-06,39660
26,1.3196890904509928e-05,9.366705853608435e-06,7.42927204555599e-06,39772
27,1.2287175195524467e-05,8.640699888928793e-06,7.159242613852257e-06,39844
28,1.1184704817424064e-05,7.786366040818393e-06,6.697723620163743e-06,39883
29,1.0152650247619022e-05,7.0075266194180585e-06,6.183688583405456e-06,39934
30,9.114031854551286e-06,6.210226729308488e-06,5.711912308470346e-06,39948
31,8.034776328713633e-06,5.402510851126863e-06,5.142655027157161e-06,39956
32,7.05628690411686e-06,4.735503353003878e-06,4.563491529552266e-06,39977
33,6.03373337071389e-06,3.989266133430647e-06,3.983551778219408e-06,39991
34,5.141350357007468e-06,3.369779960848973e-06,3.4373533708276227e-06,39978
35,4.3001919038943015e-06,2.76236710305966e-06,2.93191556011152e-06,39990
36,3.5386156014283188e-06,2.219402176706353e-06,2.460316181895905e-06,39990
37,2.847968744390528e-06,1.7509760255052242e-06,2.0203026451781625e-06,39999
38,2.3786708425177494e-06,1.444258032279322e-06,1.7045236972990097e-06,40000
39,1.84118687229784e-06,1.0809205832629232e-06,1.346975295746233e-06,40000
40,1.4806315675741644e-06,8.473258503727266e-07,1.103455929296615e-06,40000
41,1.164591822089278e-06,6.506138561235275e-07,8.807944027466874e-07,40000
42,9.078647167370946e-07,4.932181241201761e-07,6.933443614798307e-07,40000
43,6.988726681811386e-07,3.67125693401249e-07,5.448722504297621e-07,40000
44,5.166526193534082e-07,2.594502745978389e-07,4.0987711713569297e-07,40000
45,3.875744880588172e-07,1.840704300093421e-07,3.173241225340462e-07,40000
46,2.9261195777507965e-07,1.3284811473113225e-07,2.447430347274349e-07,40000
47,2.235437221997927e-07,9.94874511661692e-08,1.8929145539914321e-07,40000
48,1.620270779767452e-07,7.149779435167147e-08,1.363914634566754e-07,40000
