episode,grad_norm,grad_M,grad_F,n_obs
1,1.193794787468505e-07,7.4436037778014e-08,9.329073691333178e-08,11040
2,9.475709106254727e-08,5.925995694155973e-08,7.390145384533754e-08,12006
3,7.850912453477576e-08,4.9162906634592225e-08,6.118096962381969e-08,12543
4,6.287567089202639e-08,3.96074426589621e-08,4.8795321561101446e-08,13298
5,5.218253917860238e-08,3.3103663810152284e-08,4.02938695742705e-08,14141
6,3.942889392760662e-08,2.5106134060592922e-08,3.036418050328393e-08,15418
7,3.0265329797884994e-08,1.9438157750073515e-08,2.31608634493341e-08,16384
8,2.242846264266518e-08,1.4522195890265266e-08,1.7061958956787748e-08,17672
9,1.6472082364771268e-08,1.0737722710985054e-08,1.2466198739957692e-08,18752
10,1.1227451857109829e-08,7.364284737576554e-09,8.45161274298789e-09,19971
11,7.852895222981715e-09,5.221442389569121e-09,5.843959982598791e-09,21488
12,5.167633432279217e-09,3.4682279270725758e-09,3.815960436526211e-09,23195
13,3.2750100409373317e-09,2.202090731984185e-09,2.4151947108919103e-09,24668
14,2.0787032095626046e-09,1.3997661918452307e-09,1.5321196533690795e-09,26215
15,1.3075582838695252e-09,8.868700218656044e-10,9.579114168545286e-10,27815
16,7.890069708693658e-10,5.393484547866477e-10,5.740553032929084e-10,29540
17,4.4544157251635847e-10,3.0575694753842697e-10,3.229051193098797e-10,30958
18,2.50202913942843e-10,1.7265050500370194e-10,1.8053007699858623e-10,32521
19,1.4120973834685913e-10,9.805205952728711e-11,1.0130556810095115e-10,33892
20,7.873832835736394e-11,5.4809681099277086e-11,5.6369534040534575e-11,35028
21,4.1694994679097874e-11,2.912907762220307e-11,2.975146171091403e-11,36115
22,2.2129921159463883e-11,1.5525362245805138e-11,1.5727476612714675e-11,36986
23,1.1849850094225456e-11,8.348185857876e-12,8.387957863009719e-12,37595
24,6.079093391869739e-12,4.2999614285887936e-12,4.286597118929869e-12,38248
25,3.161229090997697e-12,2.2439806089680214e-12,2.221342467606524e-12,38686
26,1.6208130757672248e-12,1.1527981260556208e-12,1.136816660772533e-12,39007
27,8.421917135036094e-13,6.004259589520444e-13,5.892994967872378e-13,39325
28,4.392472713679596e-13,3.13700806867448e-13,3.068352050304008e-13,39444
29,2.1915498929492294e-13,1.5661835706375776e-13,1.5299491274572976e-13,39673
30,1.1284384342745425e-13,8.07560873099071e-14,7.866683649979113e-14,39714
31,5.711300573099655e-14,4.090898084695149e-14,3.9778923698833436e-14,39812
32,2.9052494866224285e-14,2.083318699573188e-14,2.021242365374352e-14,39871
33,1.4916195991039605e-14,1.0706698894168752e-14,1.0367189454184388e-14,39910
34,7.644055608760011e-15,5.493384745572719e-15,5.306227733679197e-15,39947
35,3.831471374708944e-15,2.7571729232009736e-15,2.6558224664466808e-15,39956
36,1.983585991044857e-15,1.4283590704932153e-15,1.3739380506650736e-15,39972
37,9.746576248785925e-16,7.023528377205694e-16,6.745704746879837e-16,39986
38,4.947026577616186e-16,3.566523015758265e-16,3.4221274563552527e-16,39977
39,2.5149331999288276e-16,1.8129603358944406e-16,1.7399208172016003e-16,39994
40,1.28514128393358e-16,9.258229593911603e-17,8.89752987774622e-17,39992
41,6.586242324229741e-17,4.7415656998931997e-17,4.5629545754580945e-17,39999
42,3.3024448111073226e-17,2.3769981196332008e-17,2.2883275012538442e-17,39994
43,1.6711720166949705e-17,1.20165032165752e-17,1.1591773268989433e-17,39999
44,8.49670826227732e-18,6.101867360522982e-18,5.901290537639593e-18,40000
45,4.3051227093975615e-18,3.0889618613575445e-18,2.992820106326578e-18,40000
46,2.1840399197046397e-18,1.5638995125463374e-18,1.5215303909931822e-18,40000
47,1.1207367755880169e-18,8.018912196854441e-19,7.813786914577774e-19,39999
48,5.660795529358042e-19,4.0436938794626144e-19,3.953473807039338e-19,40000
49,2.890102627317333e-19,2.0604179839537425e-19,2.0225848106870984e-19,40000
50,1.4514964723471324e-19,1.0337530731607488e-19,1.016861140323621e-19,40000
51,7.418491129264548e-20,5.2762116037304076e-20,5.204560637459696e-20,40000
52,3.72745161604411e-20,2.6484752863253803e-20,2.6176098172497883e-20,40000
53,1.9087354193374503e-20,1.3535419703908015e-20,1.3431831488057087e-20,40000
54,9.567059489276081e-21,6.7707564453917455e-21,6.746379255025224e-21,40000
55,4.919558546240748e-21,3.4741468597159955e-21,3.476904263056767e-21,40000
56,2.4783395420113157e-21,1.7476902607083732e-21,1.754203702187053e-21,40000
57,1.2582178462368398e-21,8.856966736716395e-22,8.923516809729267e-22,40000
58,6.415511654817024e-22,4.509828685420672e-22,4.560537926585727e-22,40000
59,3.2749294160808702e-22,2.303727288476984e-22,2.3366092829260027e-22,40000
60,1.6457661753360017e-22,1.1669880641666237e-22,1.1881441776849477e-22,40000
61,7.911949237585073e-23,5.87435938472265e-23,5.995783379609165e-23,40000
62,3.355546078102409e-23,2.984473481351135e-23,3.060492220254939e-23,40000
63,9.346766370691415e-24,1.5080526129643437e-23,1.5544882790614544e-23,40000
64,9.352544579606931e-25,7.657001857019946e-24,7.923674708308097e-24,40000
65,0.0,3.876856129847757e-24,4.031678759967338e-24,40000
66,0.0,1.9682243273902078e-24,2.059294177378221e-24,40000
67,0.0,9.953297657673467e-25,1.0467331256429056e-24,40000
68,0.0,5.043126630357774e-25,5.330571767002206e-25,40000
69,0.0,2.540228750272548e-25,2.698133805075473e-25,40000
70,0.0,1.2880591118373052e-25,1.374164758756376e-25,40000
71,0.0,6.465825070231741e-26,6.925623125898705e-26,40000
72,0.0,3.2269347567172836e-26,3.464952272601138e-26,40000
73,0.0,1.64943527562804e-26,1.7766142906172442e-26,40000
74,0.0,8.319168409833373e-27,8.978498200342699e-27,40000
75,0.0,4.271666009146235e-27,4.620754678262021e-27,40000
76,0.0,2.159020238138568e-27,2.3372989508586275e-27,40000
77,0.0,1.086451844664336e-27,1.1775528569692215e-27,40000
78,0.0,5.466244183120337e-28,5.937803796661177e-28,40000
79,0.0,2.7802426158032757e-28,3.025508109032289e-28,40000
80,0.0,1.402444731762664e-28,1.5295559877216e-28,40000
81,0.0,7.035992643592596e-29,7.687664744050044e-29,40000
82,0.0,3.545428786441665e-29,3.882548679658621e-29,40000
83,0.0,1.787598521498854e-29,1.9627317572854922e-29,40000
84,0.0,9.048588382234319e-30,9.966249614068153e-30,40000
85,0.0,4.6167320576002875e-30,5.1003970135286064e-30,40000
86,0.0,2.321816881518185e-30,2.5721505346274912e-30,40000
87,0.0,1.1752369645792316e-30,1.3057926333962464e-30,40000
88,0.0,5.8266715902463024e-31,6.493763693942469e-31,40000
89,0.0,2.9976786902890007e-31,3.3494282125550483e-31,40000
90,0.0,1.520835077887652e-31,1.704295421615967e-31,40000
91,0.0,7.617781736549028e-32,8.554518491039922e-32,40000
92,0.0,3.8912997813596734e-32,4.3806422104332556e-32,40000
93,0.0,1.935475840136676e-32,2.1830652193993836e-32,40000
94,0.0,9.790440451397375e-33,1.107248528359804e-32,40000
95,0.0,5.0128295375244106e-33,5.6825777294809786e-33,40000
96,0.0,2.542343753595089e-33,2.8928780057202185e-33,40000
97,0.0,1.275543889263138e-33,1.4580162446832662e-33,40000
98,0.0,6.396237614938469e-34,7.356897516178519e-34,40000
99,0.0,3.240170969926199e-34,3.754308551335607e-34,40000
100,0.0,1.6445937386171532e-34,1.9225362784210875e-34,40000
101,0.0,8.292635100471217e-35,9.788829335370527e-35,40000
102,0.0,4.096605274249735e-35,4.89059373707324e-35,40000
103,0.0,2.0528529424665329e-35,2.4833124591571456e-35,40000
104,0.0,1.0253235125751128e-35,1.2509880074248897e-35,40000
105,0.0,5.092004190401766e-36,6.278705341614584e-36,40000
106,0.0,2.539067439043734e-36,3.156237129001308e-36,40000
107,0.0,1.263624499949748e-36,1.577921261676877e-36,40000
108,0.0,6.318482577402132e-37,7.918121947406256e-37,40000
109,0.0,3.1907305951681106e-37,4.008620752542842e-37,40000
110,0.0,1.5915129599498109e-37,2.000218584755593e-37,40000
111,0.0,8.006504868355905e-38,1.0086545225171262e-37,40000
112,0.0,3.977522632555098e-38,5.022502006228023e-38,40000
113,0.0,1.9696808159977636e-38,2.48905387491972e-38,40000
114,0.0,9.954822889265035e-39,1.261193420875154e-38,40000
115,0.0,4.976970736265488e-39,6.313056973956021e-39,40000
116,0.0,2.5128084062272616e-39,3.186926854564609e-39,40000
117,0.0,1.2685786841716848e-39,1.6088517863682874e-39,40000
118,0.0,6.4141214218000554e-40,8.128694170809329e-40,40000
119,0.0,3.2121404178332048e-40,4.067184714794922e-40,40000
120,0.0,1.6113531041271071e-40,2.0408370704580203e-40,40000
121,0.0,8.149951868513135e-41,1.032855059099893e-40,40000
122,0.0,4.042185550191367e-41,5.124688613882289e-41,40000
123,0.0,2.0331439418888768e-41,2.5795102131291233e-41,40000
124,0.0,1.03387800697885e-41,1.3127364013794886e-41,40000
125,0.0,5.0586874562125896e-42,6.422150862000637e-42,40000
126,0.0,2.553165801999817e-42,3.241203347983302e-42,40000
127,0.0,1.2765829009999085e-42,1.6213023232238134e-42,40000
128,0.0,6.3759080126779185e-43,8.099505123797443e-43,40000
129,0.0,3.2229864679470797e-43,4.091791515828466e-43,40000
130,0.0,1.6114932339735396e-43,2.045895757914233e-43,40000
131,0.0,8.127531093083939e-44,1.0229478789571165e-43,40000
132,0.0,3.9236357001094883e-44,5.044674471569341e-44,40000
133,0.0,2.1019476964872256e-44,2.6624670822171524e-44,40000
134,0.0,9.809089250273721e-45,1.2611686178923354e-44,40000
135,0.0,5.605193857299268e-45,5.605193857299268e-45,40000
136,0.0,2.802596928649634e-45,2.802596928649634e-45,40000
137,0.0,1.401298464324817e-45,1.401298464324817e-45,40000
138,0.0,0.0,1.401298464324817e-45,40000
139,0.0,0.0,0.0,40000
140,0.0,0.0,0.0,40000
141,0.0,0.0,0.0,40000
142,0.0,0.0,0.0,40000
143,0.0,0.0,0.0,40000
144,0.0,0.0,0.0,40000
145,0.0,0.0,0.0,40000
146,0.0,0.0,0.0,40000
147,0.0,0.0,0.0,40000
148,0.0,0.0,0.0,40000
149,0.0,0.0,0.0,40000
150,0.0,0.0,0.0,40000
151,0.0,0.0,0.0,40000
152,0.0,0.0,0.0,40000
153,0.0,0.0,0.0,40000
154,0.0,0.0,0.0,40000
155,0.0,0.0,0.0,40000
156,0.0,0.0,0.0,40000
157,0.0,0.0,0.0,40000
158,0.0,0.0,0.0,40000
159,0.0,0.0,0.0,40000
160,0.0,0.0,0.0,40000
161,0.0,0.0,0.0,40000
162,0.0,0.0,0.0,40000
163,0.0,0.0,0.0,40000
164,0.0,0.0,0.0,40000
165,0.0,0.0,0.0,40000
166,0.0,0.0,0.0,40000
167,0.0,0.0,0.0,40000
168,0.0,0.0,0.0,40000
169,0.0,0.0,0.0,40000
170,0.0,0.0,0.0,40000
171,0.0,0.0,0.0,40000
172,0.0,0.0,0.0,40000
173,0.0,0.0,0.0,40000
174,0.0,0.0,0.0,40000
175,0.0,0.0,0.0,40000
176,0.0,0.0,0.0,40000
177,0.0,0.0,0.0,40000
178,0.0,0.0,0.0,40000
179,0.0,0.0,0.0,40000
180,0.0,0.0,0.0,40000
181,0.0,0.0,0.0,40000
182,0.0,0.0,0.0,40000
183,0.0,0.0,0.0,40000
184,0.0,0.0,0.0,40000
185,0.0,0.0,0.0,40000
186,0.0,0.0,0.0,40000
187,0.0,0.0,0.0,40000
188,0.0,0.0,0.0,40000
189,0.0,0.0,0.0,40000
190,0.0,0.0,0.0,40000
191,0.0,0.0,0.0,40000
192,0.0,0.0,0.0,40000
193,0.0,0.0,0.0,40000
194,0.0,0.0,0.0,40000
195,0.0,0.0,0.0,40000
196,0.0,0.0,0.0,40000
197,0.0,0.0,0.0,40000
198,0.0,0.0,0.0,40000
199,0.0,0.0,0.0,40000
200,0.0,0.0,0.0,40000
201,0.0,0.0,0.0,40000
202,0.0,0.0,0.0,40000
203,0.0,0.0,0.0,40000
204,0.0,0.0,0.0,40000
205,0.0,0.0,0.0,40000
206,0.0,0.0,0.0,40000
207,0.0,0.0,0.0,40000
208,0.0,0.0,0.0,40000
209,0.0,0.0,0.0,40000
210,0.0,0.0,0.0,40000
211,0.0,0.0,0.0,40000
212,0.0,0.0,0.0,40000
213,0.0,0.0,0.0,40000
214,0.0,0.0,0.0,40000
215,0.0,0.0,0.0,40000
216,0.0,0.0,0.0,40000
217,0.0,0.0,0.0,40000
218,0.0,0.0,0.0,40000
219,0.0,0.0,0.0,40000
220,0.0,0.0,0.0,40000
221,0.0,0.0,0.0,40000
222,0.0,0.0,0.0,40000
223,0.0,0.0,0.0,40000
224,0.0,0.0,0.0,40000
225,0.0,0.0,0.0,40000
226,0.0,0.0,0.0,40000
227,0.0,0.0,0.0,40000
228,0.0,0.0,0.0,40000
229,0.0,0.0,0.0,40000
230,0.0,0.0,0.0,40000
231,0.0,0.0,0.0,40000
232,0.0,0.0,0.0,40000
233,0.0,0.0,0.0,40000
234,0.0,0.0,0.0,40000
235,0.0,0.0,0.0,40000
236,0.0,0.0,0.0,40000
237,0.0,0.0,0.0,40000
238,0.0,0.0,0.0,40000
239,0.0,0.0,0.0,40000
240,0.0,0.0,0.0,40000
241,0.0,0.0,0.0,40000
242,0.0,0.0,0.0,40000
243,0.0,0.0,0.0,40000
244,0.0,0.0,0.0,40000
245,0.0,0.0,0.0,40000
246,0.0,0.0,0.0,40000
247,0.0,0.0,0.0,40000
248,0.0,0.0,0.0,40000
249,0.0,0.0,0.0,40000
250,0.0,0.0,0.0,40000
251,0.0,0.0,0.0,40000
252,0.0,0.0,0.0,40000
253,0.0,0.0,0.0,40000
254,0.0,0.0,0.0,40000
255,0.0,0.0,0.0,40000
256,0.0,0.0,0.0,40000
257,0.0,0.0,0.0,40000
258,0.0,0.0,0.0,40000
259,0.0,0.0,0.0,40000
260,0.0,0.0,0.0,40000
261,0.0,0.0,0.0,40000
262,0.0,0.0,0.0,40000
263,0.0,0.0,0.0,40000
264,0.0,0.0,0.0,40000
265,0.0,0.0,0.0,40000
266,0.0,0.0,0.0,40000
267,0.0,0.0,0.0,40000
268,0.0,0.0,0.0,40000
269,0.0,0.0,0.0,40000
270,0.0,0.0,0.0,40000
271,0.0,0.0,0.0,40000
272,0.0,0.0,0.0,40000
273,0.0,0.0,0.0,40000
274,0.0,0.0,0.0,40000
275,0.0,0.0,0.0,40000
276,0.0,0.0,0.0,40000
277,0.0,0.0,0.0,40000
278,0.0,0.0,0.0,40000
279,0.0,0.0,0.0,40000
280,0.0,0.0,0.0,40000
281,0.0,0.0,0.0,40000
282,0.0,0.0,0.0,40000
283,0.0,0.0,0.0,40000
284,0.0,0.0,0.0,40000
285,0.0,0.0,0.0,40000
286,0.0,0.0,0.0,40000
287,0.0,0.0,0.0,40000
288,0.0,0.0,0.0,40000
289,0.0,0.0,0.0,40000
290,0.0,0.0,0.0,40000
291,0.0,0.0,0.0,40000
292,0.0,0.0,0.0,40000
293,0.0,0.0,0.0,40000
294,0.0,0.0,0.0,40000
295,0.0,0.0,0.0,40000
296,0.0,0.0,0.0,40000
297,0.0,0.0,0.0,40000
298,0.0,0.0,0.0,40000
299,0.0,0.0,0.0,40000
300,0.0,0.0,0.0,40000
301,0.0,0.0,0.0,40000
302,0.0,0.0,0.0,40000
303,0.0,0.0,0.0,40000
304,0.0,0.0,0.0,40000
305,0.0,0.0,0.0,40000
306,0.0,0.0,0.0,40000
307,0.0,0.0,0.0,40000
308,0.0,0.0,0.0,40000
309,0.0,0.0,0.0,40000
310,0.0,0.0,0.0,40000
311,0.0,0.0,0.0,40000
312,0.0,0.0,0.0,40000
313,0.0,0.0,0.0,40000
314,0.0,0.0,0.0,40000
315,0.0,0.0,0.0,40000
316,0.0,0.0,0.0,40000
317,0.0,0.0,0.0,40000
318,0.0,0.0,0.0,40000
319,0.0,0.0,0.0,40000
320,0.0,0.0,0.0,40000
321,0.0,0.0,0.0,40000
322,0.0,0.0,0.0,40000
323,0.0,0.0,0.0,40000
324,0.0,0.0,0.0,40000
325,0.0,0.0,0.0,40000
326,0.0,0.0,0.0,40000
327,0.0,0.0,0.0,40000
328,0.0,0.0,0.0,40000
329,0.0,0.0,0.0,40000
330,0.0,0.0,0.0,40000
331,0.0,0.0,0.0,40000
332,0.0,0.0,0.0,40000
333,0.0,0.0,0.0,40000
334,0.0,0.0,0.0,40000
335,0.0,0.0,0.0,40000
336,0.0,0.0,0.0,40000
337,0.0,0.0,0.0,40000
338,0.0,0.0,0.0,40000
339,0.0,0.0,0.0,40000
340,0.0,0.0,0.0,40000
341,0.0,0.0,0.0,40000
342,0.0,0.0,0.0,40000
343,0.0,0.0,0.0,40000
344,0.0,0.0,0.0,40000
345,0.0,0.0,0.0,40000
346,0.0,0.0,0.0,40000
347,0.0,0.0,0.0,40000
348,0.0,0.0,0.0,40000
349,0.0,0.0,0.0,40000
350,0.0,0.0,0.0,40000
351,0.0,0.0,0.0,40000
352,0.0,0.0,0.0,40000
353,0.0,0.0,0.0,40000
354,0.0,0.0,0.0,40000
355,0.0,0.0,0.0,40000
356,0.0,0.0,0.0,40000
357,0.0,0.0,0.0,40000
358,0.0,0.0,0.0,40000
359,0.0,0.0,0.0,40000
360,0.0,0.0,0.0,40000
361,0.0,0.0,0.0,40000
362,0.0,0.0,0.0,40000
363,0.0,0.0,0.0,40000
364,0.0,0.0,0.0,40000
365,0.0,0.0,0.0,40000
366,0.0,0.0,0.0,40000
367,0.0,0.0,0.0,40000
368,0.0,0.0,0.0,40000
369,0.0,0.0,0.0,40000
370,0.0,0.0,0.0,40000
371,0.0,0.0,0.0,40000
372,0.0,0.0,0.0,40000
373,0.0,0.0,0.0,40000
374,0.0,0.0,0.0,40000
375,0.0,0.0,0.0,40000
376,0.0,0.0,0.0,40000
377,0.0,0.0,0.0,40000
378,0.0,0.0,0.0,40000
379,0.0,0.0,0.0,40000
380,0.0,0.0,0.0,40000
381,0.0,0.0,0.0,40000
382,0.0,0.0,0.0,40000
383,0.0,0.0,0.0,40000
384,0.0,0.0,0.0,40000
385,0.0,0.0,0.0,40000
386,0.0,0.0,0.0,40000
387,0.0,0.0,0.0,40000
388,0.0,0.0,0.0,40000
389,0.0,0.0,0.0,40000
390,0.0,0.0,0.0,40000
391,0.0,0.0,0.0,40000
392,0.0,0.0,0.0,40000
